"Year","Location Description","Data Source","Topic Description","Measure Description","Response","Data Value Type","Data Value","Low Confidence Limit","High Confidence Limit","Sample Size","Gender","Age","Race","Education"
"2010-2011","New Jersey","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","9.6","8.4","10.8","2438","Female","All Ages","All Races","All Grades"
"2010-2011","New Jersey","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","16.4","15.1","17.7","4598","Overall","All Ages","All Races","All Grades"
"2010-2011","New Jersey","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","17.8","16.2","19.4","2160","Male","All Ages","All Races","All Grades"
"2010-2011","New Jersey","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","15.2","13.6","16.8","2438","Female","All Ages","All Races","All Grades"
"2010-2011","New Jersey","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","72.4","70.7","74.1","4598","Overall","All Ages","All Races","All Grades"
"2010-2011","New Jersey","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","69.3","67.3","71.3","2160","Male","All Ages","All Races","All Grades"
"2010-2011","New Jersey","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","75.2","73.2","77.2","2438","Female","All Ages","All Races","All Grades"
"2006-2007","New Jersey","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","13.2","12.1","14.3","4645","Overall","All Ages","All Races","All Grades"
"2006-2007","New Jersey","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","15.4","13.8","17.0","2151","Male","All Ages","All Races","All Grades"
"2006-2007","New Jersey","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","11.1","9.7","12.5","2494","Female","All Ages","All Races","All Grades"
"2006-2007","New Jersey","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","19.9","18.6","21.2","4645","Overall","All Ages","All Races","All Grades"
"2006-2007","New Jersey","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","21.6","19.7","23.5","2151","Male","All Ages","All Races","All Grades"
"2006-2007","New Jersey","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","18.4","16.7","20.1","2494","Female","All Ages","All Races","All Grades"
"2006-2007","New Jersey","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","66.9","65.4","68.4","4645","Overall","All Ages","All Races","All Grades"
"2006-2007","New Jersey","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","63.0","60.8","65.2","2151","Male","All Ages","All Races","All Grades"
"2006-2007","New Jersey","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","70.5","68.5","72.5","2494","Female","All Ages","All Races","All Grades"
"2003","New Jersey","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","15.0","13.8","16.2","4199","Overall","All Ages","All Races","All Grades"
"2003","New Jersey","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","17.2","15.3","19.1","1855","Male","All Ages","All Races","All Grades"
"2003","New Jersey","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","13.3","11.8","14.8","2344","Female","All Ages","All Races","All Grades"
"2003","New Jersey","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","22.9","21.5","24.3","4199","Overall","All Ages","All Races","All Grades"
"2003","New Jersey","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","26.6","24.4","28.8","1855","Male","All Ages","All Races","All Grades"
"2003","New Jersey","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","19.8","18.0","21.6","2344","Female","All Ages","All Races","All Grades"
"2003","New Jersey","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","62.1","60.5","63.7","4199","Overall","All Ages","All Races","All Grades"
"2003","New Jersey","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","56.2","53.7","58.7","1855","Male","All Ages","All Races","All Grades"
"2003","New Jersey","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","66.8","64.7","68.9","2344","Female","All Ages","All Races","All Grades"
"2001-2002   ","New Jersey","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","18.2","17.1","19.4","5723","Overall","All Ages","All Races","All Grades"
"2001-2002   ","New Jersey","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","20.4","18.7","22.1","2656","Male","All Ages","All Races","All Grades"
"2001-2002   ","New Jersey","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","16.3","14.9","17.8","3067","Female","All Ages","All Races","All Grades"
"2001-2002   ","New Jersey","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","23.1","21.9","24.3","5723","Overall","All Ages","All Races","All Grades"
"2001-2002   ","New Jersey","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","26.0","24.2","27.8","2656","Male","All Ages","All Races","All Grades"
"2001-2002   ","New Jersey","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","20.4","18.8","22.0","3067","Female","All Ages","All Races","All Grades"
"2001-2002   ","New Jersey","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","58.7","57.3","60.1","5723","Overall","All Ages","All Races","All Grades"
"2001-2002   ","New Jersey","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","53.6","51.5","55.7","2656","Male","All Ages","All Races","All Grades"
"2001-2002   ","New Jersey","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","63.2","61.3","65.1","3067","Female","All Ages","All Races","All Grades"
"1998-1999   ","New Jersey","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","19.8","18.9","20.8","6469","Overall","All Ages","All Races","All Grades"
"1998-1999   ","New Jersey","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","21.3","19.9","22.7","2939","Male","All Ages","All Races","All Grades"
"1998-1999   ","New Jersey","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","18.6","17.4","19.8","3530","Female","All Ages","All Races","All Grades"
"1998-1999   ","New Jersey","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","21.7","20.7","22.6","6469","Overall","All Ages","All Races","All Grades"
"1998-1999   ","New Jersey","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","24.4","23.0","25.9","2939","Male","All Ages","All Races","All Grades"
"1998-1999   ","New Jersey","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","19.3","18.0","20.5","3530","Female","All Ages","All Races","All Grades"
"1998-1999   ","New Jersey","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","58.5","57.3","59.6","6469","Overall","All Ages","All Races","All Grades"
"1998-1999   ","New Jersey","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","54.3","52.6","56.0","2939","Male","All Ages","All Races","All Grades"
"1998-1999   ","New Jersey","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","62.1","60.6","63.7","3530","Female","All Ages","All Races","All Grades"
"2014-2015","New Mexico","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","13.7","11.6","15.9","3438","Overall","All Ages","All Races","All Grades"
"2014-2015","New Mexico","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","15.4","12.8","17.9","1599","Male","All Ages","All Races","All Grades"
"2014-2015","New Mexico","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","12.2","9.5","15.0","1839","Female","All Ages","All Races","All Grades"
"2014-2015","New Mexico","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","17.3","15.5","19.2","3438","Overall","All Ages","All Races","All Grades"
"2014-2015","New Mexico","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","20.9","18.1","23.7","1599","Male","All Ages","All Races","All Grades"
"2014-2015","New Mexico","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","14.0","12.1","16.0","1839","Female","All Ages","All Races","All Grades"
"2014-2015","New Mexico","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","68.9","65.9","72.0","3438","Overall","All Ages","All Races","All Grades"
"2014-2015","New Mexico","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","63.7","59.7","67.7","1599","Male","All Ages","All Races","All Grades"
"2014-2015","New Mexico","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","73.8","70.4","77.1","1839","Female","All Ages","All Races","All Grades"
"2010-2011","New Mexico","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","14.8","12.6","17.0","1669","Overall","All Ages","All Races","All Grades"
"2010-2011","New Mexico","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","16.5","13.5","19.5","756","Male","All Ages","All Races","All Grades"
"2010-2011","New Mexico","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","13.2","10.9","15.5","913","Female","All Ages","All Races","All Grades"
"2010-2011","New Mexico","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","16.1","14.1","18.1","1669","Overall","All Ages","All Races","All Grades"
"2010-2011","New Mexico","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","19.3","16.6","22.0","756","Male","All Ages","All Races","All Grades"
"2010-2011","New Mexico","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","13.0","10.7","15.3","913","Female","All Ages","All Races","All Grades"
"2010-2011","New Mexico","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","69.1","66.2","72.0","1669","Overall","All Ages","All Races","All Grades"
"2010-2011","New Mexico","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","64.1","60.1","68.1","756","Male","All Ages","All Races","All Grades"
"2010-2011","New Mexico","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","73.8","70.4","77.2","913","Female","All Ages","All Races","All Grades"
"2006-2007","New Mexico","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","19.2","17.4","21.0","2268","Overall","All Ages","All Races","All Grades"
"2006-2007","New Mexico","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","22.8","20.1","25.5","1066","Male","All Ages","All Races","All Grades"
"2006-2007","New Mexico","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","15.9","13.6","18.2","1202","Female","All Ages","All Races","All Grades"
"2006-2007","New Mexico","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","19.5","17.7","21.3","2268","Overall","All Ages","All Races","All Grades"
"2006-2007","New Mexico","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","23.0","20.2","25.8","1066","Male","All Ages","All Races","All Grades"
"2006-2007","New Mexico","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","16.3","14.0","18.6","1202","Female","All Ages","All Races","All Grades"
"2006-2007","New Mexico","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","61.2","59.0","63.4","2268","Overall","All Ages","All Races","All Grades"
"2006-2007","New Mexico","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","54.1","50.8","57.4","1066","Male","All Ages","All Races","All Grades"
"2006-2007","New Mexico","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","67.8","64.9","70.7","1202","Female","All Ages","All Races","All Grades"
"2003","New Mexico","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","19.1","17.2","21.0","2053","Overall","All Ages","All Races","All Grades"
"2003","New Mexico","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","21.9","18.8","25.0","899","Male","All Ages","All Races","All Grades"
"2003","New Mexico","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","16.8","14.3","19.3","1154","Female","All Ages","All Races","All Grades"
"2003","New Mexico","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","21.9","19.9","23.9","2053","Overall","All Ages","All Races","All Grades"
"2003","New Mexico","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","26.2","22.9","29.5","899","Male","All Ages","All Races","All Grades"
"2003","New Mexico","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","18.4","15.8","21.0","1154","Female","All Ages","All Races","All Grades"
"2003","New Mexico","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","59.0","56.6","61.4","2053","Overall","All Ages","All Races","All Grades"
"2003","New Mexico","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","51.8","48.1","55.5","899","Male","All Ages","All Races","All Grades"
"2003","New Mexico","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","64.8","61.6","68.0","1154","Female","All Ages","All Races","All Grades"
"2001-2002   ","New Mexico","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","20.3","18.5","22.2","2663","Overall","All Ages","All Races","All Grades"
"2001-2002   ","New Mexico","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","24.8","21.9","27.6","1247","Male","All Ages","All Races","All Grades"
"2001-2002   ","New Mexico","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","16.3","14.0","18.6","1416","Female","All Ages","All Races","All Grades"
"2001-2002   ","New Mexico","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","20.8","18.9","22.6","2663","Overall","All Ages","All Races","All Grades"
"2001-2002   ","New Mexico","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","25.7","22.9","28.6","1247","Male","All Ages","All Races","All Grades"
"2001-2002   ","New Mexico","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","16.3","13.9","18.6","1416","Female","All Ages","All Races","All Grades"
"2001-2002   ","New Mexico","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","58.9","56.7","61.1","2663","Overall","All Ages","All Races","All Grades"
"2001-2002   ","New Mexico","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","49.5","46.3","52.8","1247","Male","All Ages","All Races","All Grades"
"2001-2002   ","New Mexico","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Never","Percentage","67.5","64.5","70.4","1416","Female","All Ages","All Races","All Grades"
"1998-1999   ","New Mexico","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","20.9","19.5","22.4","3177","Overall","All Ages","All Races","All Grades"
"1998-1999   ","New Mexico","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","24.1","21.8","26.3","1486","Male","All Ages","All Races","All Grades"
"1998-1999   ","New Mexico","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Current","Percentage","18.0","16.1","20.0","1691","Female","All Ages","All Races","All Grades"
"1998-1999   ","New Mexico","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","20.7","19.2","22.2","3177","Overall","All Ages","All Races","All Grades"
"1998-1999   ","New Mexico","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","24.1","21.9","26.3","1486","Male","All Ages","All Races","All Grades"
"1998-1999   ","New Mexico","TUS-CPS","Cigarette Use (Adults)","Smoking Status","Former","Percentage","17.6","15.7","19.5","1691","Female","All Ages","All Races","All Grades"
